"","Tissue","Cell_type","Change","Gene"
"1911","Liver","Hepatocyte_1","Negative","Mt1"
"1912","Liver","Hepatocyte_1","Negative","Hacl1"
"1913","Liver","Hepatocyte_1","Negative","Mat1a"
"1914","Liver","Hepatocyte_1","Negative","Gm26870"
"1915","Liver","Hepatocyte_1","Negative","Elovl5"
"1916","Liver","Hepatocyte_1","Negative","Acaa1b"
"1917","Liver","Hepatocyte_1","Negative","Rtn4"
"1918","Liver","Hepatocyte_1","Negative","Actg1"
"1919","Liver","Hepatocyte_1","Negative","Hmgcs1"
"1920","Liver","Hepatocyte_1","Negative","Zfp36l1"
"1921","Liver","Hepatocyte_1","Negative","Acot1"
"1922","Liver","Hepatocyte_1","Negative","Acot4"
"1923","Liver","Hepatocyte_1","Negative","Acot3"
"1924","Liver","Hepatocyte_1","Negative","Fos"
"1925","Liver","Hepatocyte_1","Negative","Prlr"
"1926","Liver","Hepatocyte_1","Negative","Ehhadh"
"1927","Liver","Hepatocyte_1","Negative","Cbr1"
"1928","Liver","Hepatocyte_1","Negative","Mpc1"
"1929","Liver","Hepatocyte_1","Negative","C3"
"1930","Liver","Hepatocyte_1","Negative","Egr1"
"1931","Liver","Hepatocyte_1","Negative","Slc22a26"
"1932","Liver","Hepatocyte_1","Negative","Mbl2"
"1933","Liver","Hepatocyte_1","Negative","Cyp2c68"
"1934","Liver","Hepatocyte_1","Negative","Cyp2c40"
"1935","Liver","Hepatocyte_1","Negative","Cyp2c69"
"1936","Liver","Hepatocyte_1","Negative","Cyp2c37"
"1937","Liver","Hepatocyte_1","Negative","Gdf15"
"1938","Liver","Hepatocyte_1","Negative","Maob"
"1939","Liver","Hepatocyte_1","Negative","Ctsc"
"1940","Liver","Hepatocyte_1","Negative","Retsat"
"1941","Liver","Hepatocyte_1","Negative","Itih2"
"1942","Liver","Hepatocyte_1","Negative","Cyp2c54"
"1943","Liver","Hepatocyte_2","Negative","Hamp2"
"1944","Liver","Macrophage","Negative","Cyp2c69"
"1945","Liver","Macrophage","Negative","Hamp2"
"1946","Liver","Macrophage","Negative","Cyp4a10"
"1947","Liver","Macrophage","Negative","Cyp4a14"
"1948","Liver","Macrophage","Negative","Cyp2c40"
"1949","Liver","Macrophage","Negative","Mt1"
"1950","Liver","Macrophage","Negative","Fmo3"
"1951","Liver","Macrophage","Negative","Cyp2a4"
"1952","Liver","Macrophage","Negative","Mt2"
"1953","Liver","Macrophage","Negative","Cyp2b9"
"1954","Liver","Mesenchyme","Negative","Actb"
"1955","Liver","Mesenchyme","Negative","Hamp2"
"1956","Liver","Mesenchyme","Negative","Actg1"
"1957","Liver","Mesenchyme","Negative","Fos"
"1958","Liver","Mesenchyme","Negative","Cyp2c69"
"1959","Liver","Mesenchyme","Negative","Nr4a1"
"1960","Liver","Mesenchyme","Negative","Gsn"
"1961","Liver","Mesenchyme","Negative","Jund"
"1962","Liver","Mesenchyme","Negative","Cyp4a14"
"1963","Liver","Mesenchyme","Negative","Jun"
"1964","Liver","Mesenchyme","Negative","Cyp4a10"
"1965","Liver","Mesenchyme","Negative","Gadd45b"
"1966","Liver","Mesenchyme","Negative","Cyr61"
"1967","Liver","Mesenchyme","Negative","Cyp2c40"
"1968","Liver","Mesenchyme","Negative","Sparcl1"
"1969","Liver","Mesenchyme","Negative","Adamts1"
"1970","Liver","Mesenchyme","Negative","Col1a1"
"1971","Liver","Mesenchyme","Negative","Mt1"
"1972","Liver","Mesenchyme","Negative","Zfp36"
"1973","Liver","Mesenchyme","Negative","Phlda1"
"1974","Liver","Mesenchyme","Negative","Fmo3"
"1975","Liver","Mesenchyme","Negative","Zeb2"
"1976","Liver","Mesenchyme","Negative","Cyp2a4"
"1977","Liver","Mesenchyme","Negative","Mt2"
"1978","Liver","Mesenchyme","Negative","Cyp2b9"
"1979","Liver","Neutrophil","Negative","Cyp2c69"
"1980","Liver","Neutrophil","Negative","Hamp2"
"1981","Liver","T_cell","Negative","Hamp2"
"1982","Liver","T_cell","Negative","Mt1"
"1983","Liver","T_cell","Negative","Mt2"
"1984","Liver","T_cell","Negative","Cyp2c40"
"1985","Liver","T_cell","Negative","Cyp4a14"
"1986","Liver","T_cell","Negative","Cyp4a10"
"1987","Liver","T_cell","Negative","Fmo3"
"1988","Lung","Club_cell","Positive","Lyz2"
"1989","Lung","Endothelial_1","Positive","AY036118"
"1990","Lung","Fibroblast","Positive","C7"
"1991","Lung","Fibroblast","Positive","Serpinh1"
"1992","Lung","Fibroblast","Positive","Nrcam"
"1993","Lung","Macrophage_2","Positive","Chil3"
"1994","Lung","B_cell","Negative","Hspa1b"
"1995","Lung","B_cell","Negative","Hspa1a"
"1996","Lung","Endothelial_1","Negative","Tmsb10"
"1997","Pancreas","Acinar","Positive","Iapp"
"1998","Pancreas","Acinar","Positive","Amy2a5"
"1999","Pancreas","Acinar","Positive","Mt1"
"2000","Pancreas","Endocrine_alpha","Positive","Gm47283"
"2001","Pancreas","Endothelial","Positive","mt-Cytb"
"2002","Pancreas","Endothelial","Positive","mt-Co3"
"2003","Pancreas","Endothelial","Positive","mt-Nd2"
"2004","Pancreas","Endothelial","Positive","mt-Nd1"
"2005","Pancreas","Endothelial","Positive","Cd36"
"2006","Pancreas","Fibroblast_1","Positive","Penk"
"2007","Pancreas","Fibroblast_1","Positive","Col4a1"
"2008","Pancreas","Fibroblast_1","Positive","Dpep1"
"2009","Pancreas","Fibroblast_1","Positive","Serpine2"
"2010","Pancreas","Fibroblast_1","Positive","Ace"
"2011","Pancreas","Fibroblast_1","Positive","Slit3"
"2012","Pancreas","Fibroblast_1","Positive","Ecm1"
"2013","Pancreas","Fibroblast_1","Positive","Cfh"
"2014","Pancreas","Fibroblast_1","Positive","Gpx3"
"2015","Pancreas","Fibroblast_1","Positive","Slc43a3"
"2016","Pancreas","Fibroblast_1","Positive","Gdf10"
"2017","Pancreas","Fibroblast_1","Positive","Inmt"
"2018","Pancreas","Fibroblast_1","Positive","Thsd7a"
"2019","Pancreas","Fibroblast_1","Positive","Nrip1"
"2020","Pancreas","Fibroblast_1","Positive","Aldh1a1"
"2021","Pancreas","Fibroblast_1","Positive","Fmo2"
"2022","Pancreas","Fibroblast_1","Positive","C7"
"2023","Pancreas","Fibroblast_1","Positive","Ifi205"
"2024","Pancreas","Fibroblast_1","Positive","Tsc22d3"
"2025","Pancreas","Fibroblast_1","Positive","Ntrk2"
"2026","Pancreas","Fibroblast_1","Positive","Sult1e1"
"2027","Pancreas","Fibroblast_1","Positive","Spon1"
"2028","Pancreas","Fibroblast_1","Positive","Gadd45g"
"2029","Pancreas","Macrophage","Positive","Gm47283"
"2030","Pancreas","NK_cell","Positive","mt-Cytb"
"2031","Pancreas","NK_cell","Positive","mt-Nd1"
"2032","Pancreas","T_cell","Positive","Gm47283"
"2033","Pancreas","B_cell","Negative","Ppy"
"2034","Pancreas","Endocrine_alpha","Negative","Cela2a"
"2035","Pancreas","Endocrine_alpha","Negative","Cpa1"
"2036","Pancreas","Endocrine_beta","Negative","Cpb1"
"2037","Pancreas","Endocrine_beta","Negative","Cela3b"
"2038","Pancreas","Endocrine_beta","Negative","Cela2a"
"2039","Pancreas","Endocrine_beta","Negative","Cpa1"
"2040","Pancreas","Endocrine_beta","Negative","2210010C04Rik"
"2041","Pancreas","Endocrine_beta","Negative","Try4"
"2042","Pancreas","Endocrine_beta","Negative","Sycn"
"2043","Pancreas","Endocrine_beta","Negative","Ctrb1"
"2044","Pancreas","Endocrine_beta","Negative","Cela1"
"2045","Pancreas","Endocrine_beta","Negative","Clps"
"2046","Pancreas","Endocrine_beta","Negative","Pnlip"
"2047","Pancreas","Endocrine_beta","Negative","Pyy"
"2048","Pancreas","Endocrine_delta","Negative","Sycn"
"2049","Pancreas","Endothelial","Negative","Sst"
"2050","Pancreas","Endothelial","Negative","Ppy"
"2051","Pancreas","Fibroblast_1","Negative","Cpa1"
"2052","Pancreas","Fibroblast_1","Negative","Reg1"
"2053","Pancreas","Fibroblast_1","Negative","Cel"
"2054","Pancreas","Fibroblast_1","Negative","Gm42418"
"2055","Pancreas","Fibroblast_1","Negative","Lars2"
"2056","Pancreas","Fibroblast_1","Negative","AY036118"
"2057","Pancreas","Fibroblast_2","Negative","Igf1"
"2058","Pancreas","Fibroblast_2","Negative","Lars2"
"2059","Pancreas","Macrophage","Negative","Cel"
"2060","Pancreas","Macrophage","Negative","Sst"
"2061","Pancreas","Macrophage","Negative","Ppy"
"2062","Pancreas","Smooth_muscle","Negative","Pnlip"
"2063","Pancreas","Smooth_muscle","Negative","Cpa1"
"2064","Pancreas","Smooth_muscle","Negative","Cel"
"2065","Pancreas","Smooth_muscle","Negative","Sycn"
"2066","Pancreas","T_cell","Negative","Cel"
"2067","Salivary","Basal_1","Positive","2310057J18Rik"
"2068","Salivary","Basal_1","Positive","Wfdc12"
"2069","Salivary","Basal_1","Positive","Pip"
"2070","Salivary","Basal_1","Positive","Bglap3"
"2071","Salivary","Basal_1","Positive","Klk1b16"
"2072","Salivary","Basal_1","Positive","Scgb1b27"
"2073","Salivary","Basal_1","Positive","Scgb2b27"
"2074","Salivary","Basal_1","Positive","Egf"
"2075","Salivary","Basal_1","Positive","Klk1b9"
"2076","Salivary","Basal_1","Positive","Car6"
"2077","Salivary","Basal_1","Positive","Klk1b8"
"2078","Salivary","Basal_1","Positive","Klk1b3"
"2079","Salivary","Basal_1","Positive","Esp18"
"2080","Salivary","Basal_2","Positive","2310057J18Rik"
"2081","Salivary","Basal_2","Positive","Wfdc12"
"2082","Salivary","Basal_2","Positive","Pip"
"2083","Salivary","Basal_2","Positive","Scgb2b27"
"2084","Salivary","Basal_2","Positive","Car6"
"2085","Salivary","Basal_2","Positive","Klk1b9"
"2086","Salivary","Basal_2","Positive","Klk1b16"
"2087","Salivary","Basal_2","Positive","Egf"
"2088","Salivary","Endothelial_1","Positive","Wfdc12"
"2089","Salivary","Endothelial_1","Positive","Pip"
"2090","Salivary","Endothelial_1","Positive","Scgb1b27"
"2091","Salivary","Endothelial_1","Positive","2310057J18Rik"
"2092","Salivary","Endothelial_1","Positive","Scgb2b27"
"2093","Salivary","Endothelial_1","Positive","Car6"
"2094","Salivary","Endothelial_1","Positive","Bglap3"
"2095","Salivary","Endothelial_1","Positive","Klk1b9"
"2096","Salivary","Endothelial_1","Positive","Klk1b16"
"2097","Salivary","Endothelial_1","Positive","Egf"
"2098","Salivary","Endothelial_1","Positive","Klk1b8"
"2099","Salivary","Endothelial_1","Positive","Klk1b3"
"2100","Salivary","Endothelial_2","Positive","Wfdc12"
"2101","Salivary","Endothelial_2","Positive","2310057J18Rik"
"2102","Salivary","Endothelial_2","Positive","Pip"
"2103","Salivary","Endothelial_2","Positive","Car6"
"2104","Salivary","Fibroblast","Positive","2310057J18Rik"
"2105","Salivary","Fibroblast","Positive","Wfdc12"
"2106","Salivary","Fibroblast","Positive","Klk1b9"
"2107","Salivary","Fibroblast","Positive","Egf"
"2108","Salivary","Fibroblast","Positive","Klk1b16"
"2109","Salivary","Fibroblast","Positive","Cilp"
"2110","Salivary","Fibroblast","Positive","Mfap5"
"2111","Salivary","Fibroblast","Positive","Col8a1"
"2112","Salivary","Fibroblast","Positive","Igfbp6"
"2113","Salivary","Fibroblast","Positive","Aspn"
"2114","Salivary","Fibroblast","Positive","Pla1a"
"2115","Salivary","Fibroblast","Positive","Klk1b3"
"2116","Salivary","Fibroblast","Positive","Trf"
"2117","Salivary","Fibroblast","Positive","Vcan"
"2118","Salivary","ILC2","Positive","2310057J18Rik"
"2119","Salivary","ILC2","Positive","Wfdc12"
"2120","Salivary","Macrophage","Positive","Wfdc12"
"2121","Salivary","Macrophage","Positive","2310057J18Rik"
"2122","Salivary","Macrophage","Positive","Pip"
"2123","Salivary","Macrophage","Positive","Scgb1b27"
"2124","Salivary","Macrophage","Positive","Scgb2b27"
"2125","Salivary","Macrophage","Positive","Car6"
"2126","Salivary","Macrophage","Positive","Bglap3"
"2127","Salivary","Macrophage","Positive","Egf"
"2128","Salivary","Macrophage","Positive","Klk1b9"
"2129","Salivary","Macrophage","Positive","Klk1b16"
"2130","Salivary","Macrophage","Positive","Klk1b8"
"2131","Salivary","Macrophage","Positive","Klk1b3"
"2132","Salivary","Myoepithelial","Positive","2310057J18Rik"
"2133","Salivary","Myoepithelial","Positive","Wfdc12"
"2134","Salivary","NK_cell","Positive","2310057J18Rik"
"2135","Salivary","NK_cell","Positive","Wfdc12"
"2136","Salivary","NK_cell","Positive","Pip"
"2137","Salivary","NK_cell","Positive","Klk1b9"
"2138","Salivary","NK_cell","Positive","Klk1b16"
"2139","Salivary","NK_cell","Positive","Egf"
"2140","Salivary","NK_cell","Positive","Klk1b8"
"2141","Salivary","NK_cell","Positive","Klk1b3"
"2142","Salivary","SLG_Acinar","Positive","2310057J18Rik"
"2143","Salivary","SLG_Acinar","Positive","Wfdc12"
"2144","Salivary","SLG_Acinar","Positive","Pip"
"2145","Salivary","SLG_Ductal","Positive","2310057J18Rik"
"2146","Salivary","SLG_Ductal","Positive","Scgb1b27"
"2147","Salivary","SLG_Ductal","Positive","Scgb2b27"
"2148","Salivary","SLG_Ductal","Positive","Car6"
"2149","Salivary","SLG_Ductal","Positive","Klk1b16"
"2150","Salivary","SLG_Ductal","Positive","Egf"
"2151","Salivary","SMG_Acinar","Positive","Wfdc12"
"2152","Salivary","SMG_Acinar","Positive","2310057J18Rik"
"2153","Salivary","SMG_Acinar","Positive","Pip"
"2154","Salivary","SMG_Acinar","Positive","Bglap3"
"2155","Salivary","SMG_Ductal_1","Positive","Wfdc12"
"2156","Salivary","SMG_Ductal_1","Positive","Klk1b8"
"2157","Salivary","SMG_Ductal_1","Positive","Klk1b1"
"2158","Salivary","SMG_Ductal_1","Positive","Klk1b9"
"2159","Salivary","SMG_Ductal_1","Positive","Klk1b16"
"2160","Salivary","SMG_Ductal_1","Positive","Klk1b3"
"2161","Salivary","SMG_Ductal_1","Positive","2310057J18Rik"
"2162","Salivary","SMG_Ductal_1","Positive","Crisp1"
"2163","Salivary","SMG_Ductal_1","Positive","Cst6"
"2164","Salivary","SMG_Ductal_1","Positive","Klk1b24"
"2165","Salivary","SMG_Ductal_1","Positive","Klk1b21"
"2166","Salivary","SMG_Ductal_1","Positive","Hspa5"
"2167","Salivary","SMG_Ductal_1","Positive","Egf"
"2168","Salivary","SMG_Ductal_1","Positive","Maf"
"2169","Salivary","SMG_Ductal_1","Positive","Lcn2"
"2170","Salivary","SMG_Ductal_1","Positive","Klk1b27"
"2171","Salivary","SMG_Ductal_1","Positive","Gdpd1"
"2172","Salivary","SMG_Ductal_1","Positive","Bglap3"
"2173","Salivary","SMG_Ductal_1","Positive","Ngf"
"2174","Salivary","SMG_Ductal_1","Positive","Klk1b22"
"2175","Salivary","SMG_Ductal_1","Positive","Manf"
"2176","Salivary","SMG_Ductal_1","Positive","Pip"
"2177","Salivary","SMG_Ductal_1","Positive","Crisp3"
"2178","Salivary","SMG_Ductal_1","Positive","Klk1b4"
"2179","Salivary","SMG_Ductal_1","Positive","Klk1b11"
"2180","Salivary","SMG_Ductal_1","Positive","Snhg11"
"2181","Salivary","SMG_Ductal_1","Positive","Thbs1"
"2182","Salivary","SMG_Ductal_1","Positive","Nucb2"
"2183","Salivary","SMG_Ductal_1","Positive","Scgb1b27"
"2184","Salivary","SMG_Ductal_1","Positive","Calr"
"2185","Salivary","SMG_Ductal_1","Positive","Klk1b26"
"2186","Salivary","SMG_Ductal_1","Positive","Vegfa"
"2187","Salivary","SMG_Ductal_1","Positive","S100a1"
"2188","Salivary","SMG_Ductal_1","Positive","Sult1e1"
"2189","Salivary","SMG_Ductal_1","Positive","Scgb2b27"
"2190","Salivary","SMG_Ductal_1","Positive","Car6"
"2191","Salivary","SMG_Ductal_1","Positive","Ssr4"
"2192","Salivary","SMG_Ductal_1","Positive","Nme1"
"2193","Salivary","SMG_Ductal_1","Positive","Phlda1"
"2194","Salivary","SMG_Ductal_1","Positive","Serpinb6a"
"2195","Salivary","SMG_Ductal_1","Positive","Prss23"
"2196","Salivary","SMG_Ductal_1","Positive","Clu"
"2197","Salivary","SMG_Ductal_1","Positive","Gm26917"
"2198","Salivary","SMG_Ductal_2","Positive","2310057J18Rik"
"2199","Salivary","SMG_Ductal_2","Positive","Wfdc12"
"2200","Salivary","SMG_Ductal_2","Positive","Pip"
"2201","Salivary","SMG_Ductal_2","Positive","Klk1b9"
"2202","Salivary","SMG_Ductal_2","Positive","Klk1b16"
"2203","Salivary","SMG_Ductal_2","Positive","Egf"
"2204","Salivary","SMG_Ductal_2","Positive","Scgb2b27"
"2205","Salivary","SMG_Ductal_2","Positive","Car6"
"2206","Salivary","SMG_Ductal_2","Positive","Klk1b3"
"2207","Salivary","SMG_Ductal_2","Positive","Klk1b8"
"2208","Salivary","SMG_Ductal_2","Positive","Sbno2"
"2209","Salivary","SMG_Ductal_2","Positive","Cebpd"
"2210","Salivary","SMG_Ductal_2","Positive","Socs3"
"2211","Salivary","SMG_Ductal_2","Positive","Gadd45b"
"2212","Salivary","SMG_Ductal_2","Positive","Phlda1"
"2213","Salivary","SMG_Ductal_2","Positive","Cxcl1"
"2214","Salivary","SMG_Ductal_2","Positive","Bhlhe40"
"2215","Salivary","SMG_Ductal_2","Positive","Ier3"
"2216","Salivary","SMG_Ductal_2","Positive","Junb"
"2217","Salivary","SMG_Ductal_2","Positive","Ppp1r15a"
"2218","Salivary","SMG_Ductal_2","Positive","Atf3"
"2219","Salivary","SMG_Ductal_2","Positive","Zfp36"
"2220","Salivary","SMG_Ductal_2","Positive","Gadd45g"
"2221","Salivary","SMG_Ductal_2","Positive","Ubc"
"2222","Salivary","SMG_Ductal_3","Positive","2310057J18Rik"
"2223","Salivary","SMG_Ductal_3","Positive","Wfdc12"
"2224","Salivary","SMG_Ductal_3","Positive","Klk1b9"
"2225","Salivary","SMG_Ductal_3","Positive","Klk1b16"
"2226","Salivary","SMG_Ductal_3","Positive","Pip"
"2227","Salivary","SMG_Ductal_3","Positive","Scgb1b27"
"2228","Salivary","SMG_Ductal_3","Positive","Scgb2b27"
"2229","Salivary","SMG_Ductal_3","Positive","Car6"
"2230","Salivary","SMG_Ductal_3","Positive","Klk1b8"
"2231","Salivary","SMG_Ductal_3","Positive","Dcpp1"
"2232","Salivary","SMG_Ductal_3","Positive","Klk1b3"
"2233","Salivary","SMG_Ductal_3","Positive","Gm26917"
"2234","Salivary","SMG_Ductal_3","Positive","Egf"
"2235","Salivary","SMG_Ductal_3","Positive","Lars2"
"2236","Salivary","SMG_Ductal_3","Positive","Klk1b22"
"2237","Salivary","SMG_Ductal_3","Positive","Klk1b21"
"2238","Salivary","SMG_Ductal_3","Positive","Nupr1"
"2239","Salivary","SMG_Ductal_3","Positive","Sult1c1"
"2240","Salivary","SMG_Ductal_3","Positive","Atp6v1g3"
"2241","Salivary","SMG_Ductal_3","Positive","S100a1"
"2242","Salivary","SMG_Ductal_3","Positive","Sbno2"
"2243","Salivary","SMG_Ductal_3","Positive","Plk2"
"2244","Salivary","SMG_Ductal_3","Positive","Id3"
"2245","Salivary","SMG_Ductal_4","Positive","2310057J18Rik"
"2246","Salivary","SMG_Ductal_4","Positive","Wfdc12"
"2247","Salivary","SMG_Ductal_4","Positive","Pip"
"2248","Salivary","SMG_Ductal_4","Positive","Nupr1"
"2249","Salivary","SMG_Ductal_4","Positive","Gpx4"
"2250","Salivary","SMG_Ductal_5","Positive","2310057J18Rik"
"2251","Salivary","SMG_Ductal_5","Positive","Wfdc12"
"2252","Salivary","SMG_Ductal_5","Positive","Pip"
"2253","Salivary","Smooth_muscle","Positive","2310057J18Rik"
"2254","Salivary","Smooth_muscle","Positive","Wfdc12"
"2255","Salivary","Basal_1","Negative","Klk1"
"2256","Salivary","Basal_1","Negative","Smoc2"
"2257","Salivary","Basal_1","Negative","Dcn"
"2258","Salivary","Basal_1","Negative","Ank2"
"2259","Salivary","Basal_1","Negative","Ucma"
"2260","Salivary","Basal_1","Negative","Ptn"
"2261","Salivary","Basal_1","Negative","Krt15"
"2262","Salivary","Basal_1","Negative","Phyh"
"2263","Salivary","Basal_1","Negative","Wisp1"
"2264","Salivary","Basal_1","Negative","Npm1"
"2265","Salivary","Basal_1","Negative","Phgdh"
"2266","Salivary","Basal_1","Negative","Rbp1"
"2267","Salivary","Basal_1","Negative","Ccnd2"
"2268","Salivary","Basal_1","Negative","Lgals7"
"2269","Salivary","Basal_1","Negative","Egr3"
"2270","Salivary","Basal_2","Negative","Klk1"
"2271","Salivary","Endothelial_1","Negative","Klk1"
"2272","Salivary","Endothelial_1","Negative","Fxyd2"
"2273","Salivary","Endothelial_1","Negative","mt-Atp6"
"2274","Salivary","Endothelial_1","Negative","mt-Nd2"
"2275","Salivary","Endothelial_1","Negative","mt-Nd4"
"2276","Salivary","Endothelial_1","Negative","mt-Cytb"
"2277","Salivary","Endothelial_1","Negative","mt-Co3"
"2278","Salivary","Endothelial_1","Negative","mt-Co1"
"2279","Salivary","Endothelial_1","Negative","mt-Nd1"
"2280","Salivary","Endothelial_1","Negative","mt-Nd5"
"2281","Salivary","Endothelial_1","Negative","Wfdc2"
"2282","Salivary","Endothelial_1","Negative","Atp1b1"
"2283","Salivary","Endothelial_1","Negative","Egr1"
"2284","Salivary","Endothelial_1","Negative","Fosb"
"2285","Salivary","Endothelial_2","Negative","Klk1"
"2286","Salivary","Endothelial_2","Negative","Fxyd2"
"2287","Salivary","Fibroblast","Negative","Klk1"
"2288","Salivary","Fibroblast","Negative","mt-Co3"
"2289","Salivary","Fibroblast","Negative","mt-Nd1"
"2290","Salivary","Fibroblast","Negative","mt-Cytb"
"2291","Salivary","Fibroblast","Negative","mt-Nd4"
"2292","Salivary","Fibroblast","Negative","mt-Nd2"
"2293","Salivary","Fibroblast","Negative","mt-Co1"
"2294","Salivary","Fibroblast","Negative","Fxyd2"
"2295","Salivary","Fibroblast","Negative","Timp3"
"2296","Salivary","Fibroblast","Negative","mt-Atp6"
"2297","Salivary","Fibroblast","Negative","Bmp4"
"2298","Salivary","Fibroblast","Negative","mt-Co2"
"2299","Salivary","Fibroblast","Negative","Wfdc2"
"2300","Salivary","Fibroblast","Negative","mt-Nd5"
"2301","Salivary","ILC2","Negative","Klk1"
"2302","Salivary","Macrophage","Negative","Klk1"
"2303","Salivary","Macrophage","Negative","Fxyd2"
"2304","Salivary","Macrophage","Negative","mt-Nd2"
"2305","Salivary","Macrophage","Negative","mt-Nd4"
"2306","Salivary","Macrophage","Negative","Wfdc2"
"2307","Salivary","Macrophage","Negative","mt-Cytb"
"2308","Salivary","Macrophage","Negative","mt-Nd5"
"2309","Salivary","Macrophage","Negative","Atp1b1"
"2310","Salivary","Macrophage","Negative","Tfcp2l1"
"2311","Salivary","Macrophage","Negative","Cd9"
"2312","Salivary","Macrophage","Negative","G0s2"
"2313","Salivary","Macrophage","Negative","Chchd10"
"2314","Salivary","Myoepithelial","Negative","Klk1"
"2315","Salivary","Myoepithelial","Negative","Tns3"
"2316","Salivary","NK_cell","Negative","Klk1"
"2317","Salivary","NK_cell","Negative","mt-Co1"
"2318","Salivary","NK_cell","Negative","mt-Atp6"
"2319","Salivary","NK_cell","Negative","mt-Nd4"
"2320","Salivary","NK_cell","Negative","Fxyd2"
"2321","Salivary","NK_cell","Negative","mt-Co3"
"2322","Salivary","NK_cell","Negative","mt-Nd2"
"2323","Salivary","NK_cell","Negative","mt-Cytb"
"2324","Salivary","NK_cell","Negative","Klf6"
"2325","Salivary","NK_cell","Negative","Jun"
"2326","Salivary","NK_cell","Negative","Hspa1b"
"2327","Salivary","SLG_Acinar","Negative","Klk1"
"2328","Salivary","SLG_Acinar","Negative","Fxyd2"
"2329","Salivary","SLG_Ductal","Negative","Klk1"
"2330","Salivary","SLG_Ductal","Negative","Fxyd2"
"2331","Salivary","SLG_Ductal","Negative","Wfdc2"
"2332","Salivary","SMG_Acinar","Negative","Klk1"
"2333","Salivary","SMG_Acinar","Negative","Fxyd2"
"2334","Salivary","SMG_Acinar","Negative","St3gal1"
"2335","Salivary","SMG_Acinar","Negative","Rpl13"
"2336","Salivary","SMG_Acinar","Negative","Rplp1"
"2337","Salivary","SMG_Acinar","Negative","St3gal4"
"2338","Salivary","SMG_Ductal_1","Negative","Klk1"
"2339","Salivary","SMG_Ductal_1","Negative","Fxyd2"
"2340","Salivary","SMG_Ductal_1","Negative","Cyp2f2"
"2341","Salivary","SMG_Ductal_1","Negative","Acadl"
"2342","Salivary","SMG_Ductal_1","Negative","Atp1b1"
"2343","Salivary","SMG_Ductal_1","Negative","Wfdc2"
"2344","Salivary","SMG_Ductal_1","Negative","Txnip"
"2345","Salivary","SMG_Ductal_1","Negative","Scgb1c1"
"2346","Salivary","SMG_Ductal_1","Negative","Atp1a1"
"2347","Salivary","SMG_Ductal_1","Negative","mt-Nd1"
"2348","Salivary","SMG_Ductal_1","Negative","mt-Nd5"
"2349","Salivary","SMG_Ductal_1","Negative","Pabpc1"
"2350","Salivary","SMG_Ductal_1","Negative","Atp5b"
"2351","Salivary","SMG_Ductal_1","Negative","Igfbp5"
"2352","Salivary","SMG_Ductal_1","Negative","mt-Nd2"
"2353","Salivary","SMG_Ductal_1","Negative","mt-Co3"
"2354","Salivary","SMG_Ductal_1","Negative","Clcnkb"
"2355","Salivary","SMG_Ductal_1","Negative","Atp5a1"
"2356","Salivary","SMG_Ductal_1","Negative","Aplp2"
"2357","Salivary","SMG_Ductal_1","Negative","mt-Cytb"
"2358","Salivary","SMG_Ductal_1","Negative","mt-Co1"
"2359","Salivary","SMG_Ductal_1","Negative","mt-Atp6"
"2360","Salivary","SMG_Ductal_1","Negative","Slit2"
"2361","Salivary","SMG_Ductal_1","Negative","Ces1d"
"2362","Salivary","SMG_Ductal_1","Negative","Tspan8"
"2363","Salivary","SMG_Ductal_1","Negative","Hipk1"
"2364","Salivary","SMG_Ductal_1","Negative","G0s2"
"2365","Salivary","SMG_Ductal_1","Negative","Zfp36l2"
"2366","Salivary","SMG_Ductal_1","Negative","Stxbp6"
"2367","Salivary","SMG_Ductal_1","Negative","Tesc"
"2368","Salivary","SMG_Ductal_1","Negative","Mtarc2"
"2369","Salivary","SMG_Ductal_1","Negative","Pcp4l1"
"2370","Salivary","SMG_Ductal_1","Negative","Gabarapl1"
"2371","Salivary","SMG_Ductal_2","Negative","Klk1"
"2372","Salivary","SMG_Ductal_2","Negative","Fxyd2"
"2373","Salivary","SMG_Ductal_2","Negative","Cat"
"2374","Salivary","SMG_Ductal_2","Negative","Cldn8"
"2375","Salivary","SMG_Ductal_2","Negative","H3f3a"
"2376","Salivary","SMG_Ductal_2","Negative","Kcnq1ot1"
"2377","Salivary","SMG_Ductal_2","Negative","Tef"
"2378","Salivary","SMG_Ductal_2","Negative","Arhgap5"
"2379","Salivary","SMG_Ductal_2","Negative","Hmgb1"
"2380","Salivary","SMG_Ductal_3","Negative","Klk1"
"2381","Salivary","SMG_Ductal_3","Negative","Wfdc2"
"2382","Salivary","SMG_Ductal_3","Negative","Tspan8"
"2383","Salivary","SMG_Ductal_3","Negative","Atp1b1"
"2384","Salivary","SMG_Ductal_3","Negative","Txnip"
"2385","Salivary","SMG_Ductal_3","Negative","Cyp2f2"
"2386","Salivary","SMG_Ductal_3","Negative","G0s2"
"2387","Salivary","SMG_Ductal_3","Negative","Gm12888"
"2388","Salivary","SMG_Ductal_4","Negative","Klk1"
"2389","Salivary","SMG_Ductal_5","Negative","Pcp4l1"
"2390","Salivary","SMG_Ductal_5","Negative","Klk1"
"2391","Salivary","Smooth_muscle","Negative","Klk1"
"2392","Skeletalmuscle","Endothelial_1","Positive","mt-Nd5"
"2393","Skeletalmuscle","Endothelial_2","Positive","mt-Nd5"
